Numer,Nazwa,Typ,Typ ogólny,Poziom,Dzielnica,Ulica,Numer budynku,Numer lokalu,Kod pocztowy,Długość geograficzna,Szerokość geograficzna,Publiczność,Liczba uczniów,Min,Max,Avg
1552,PRZEDSZKOLE NIEPUBLICZNE MIKILAND,Przedszkole,Unused,Unclassified,Targówek,ul. Wolbromska,2,,03-680,21.07452933252053,52.27973115,niepubliczna,96.0,,,
1555,"PRZEDSZKOLE NR 94 ""KRAINA SŁONECZNYCH MARZEŃ",Przedszkole,Unused,Unclassified,Targówek,ul. Smoleńska,64,,03-526,21.047709981914057,52.2682865,publiczna,194.0,,,
1556,SZKOŁA PODSTAWOWA NR 206 Z ODDZIAŁAMI INTEGRACYJNYMI IM. WŁADYSŁAWA REYMONTA,Szkoła podstawowa,Ordinary,Elementary,Targówek,ul. Bartnicza,2,,03-358,21.02386310226283,52.28621725,publiczna,517.0,,,
1557,NIEPUBLICZNA SZKOŁA PODSTAWOWA WYSPA JP2,Szkoła podstawowa,Ordinary,Elementary,Targówek,ul. Radzymińska,118a,,03-574,21.061140271756454,52.26919835,niepubliczna,38.0,,,
1558,"PRZEDSZKOLE NIEPUBLICZNE ""ALE FRAJDA",Przedszkole,Unused,Unclassified,Targówek,ul. Bolesławicka,40,,03-352,21.0261491,52.2908597,niepubliczna,0.0,,,
1559,"PRZEDSZKOLE NIEPUBLICZNE ""ELFIKI",Przedszkole,Unused,Unclassified,Targówek,ul. Safony,1,,03-642,21.05766465,52.2915251,niepubliczna,71.0,,,
1560,DWUJĘZYCZNE LICEUM OGÓLNOKSZTAŁCĄCE WYSPA JP2,Liceum ogólnokształcące,Ordinary,Middle,Targówek,ul. Radzymińska,118a,,03-574,21.061140271756454,52.26919835,niepubliczna,16.0,,,
1561,SZKOŁA PODSTAWOWA NR 398,Szkoła podstawowa,Ordinary,Elementary,Targówek,ul. Rembrandta,8,,03-531,21.050780842408425,52.28191685,publiczna,404.0,,,
1562,PRZEDSZKOLE NR 113 „PRZEDSZKOLE W TĘCZOWYM KRĘGU”,Przedszkole,Unused,Unclassified,Targówek,ul. Krasiczyńska,4/6,,03-379,21.046313283045976,52.2946842,publiczna,125.0,,,
1563,SZKOŁA PODSTAWOWA NR 285 IM. JANA MARCINA SZANCERA,Szkoła podstawowa,Ordinary,Elementary,Targówek,ul. Turmoncka,20,,03-254,21.04122441400596,52.2984321,publiczna,817.0,,,
1564,PRYWATNA SZKOŁA PODSTAWOWA NR 62 IM. JOANNY KOLASIŃSKIEJ,Szkoła podstawowa,Ordinary,Elementary,Targówek,ul. Skrajna,10,,03-209,21.02057665096489,52.2940454,niepubliczna,90.0,,,
1565,SZKOŁA PODSTAWOWA NR 84 IM. WALERIANA ŁUKASIŃSKIEGO,Szkoła podstawowa,Ordinary,Elementary,Targówek,ul. Radzymińska,227,,03-611,21.07210280064103,52.2843508,publiczna,895.0,,,
1568,PUBLICZNE PRZEDSZKOLE INTEGRACYJNE NR 22 ZGROMADZENIA SIÓSTR MISJONAREK APOSTOLSTWA KATOLICKIEGO,Przedszkole,Unused,Unclassified,Targówek,ul. Wolbromska,31,,03-680,21.076061110945922,52.28234935,publiczna,100.0,,,
1569,"PRZEDSZKOLE NR 128 ""KRAINA MAGICZNYCH LICZB",Przedszkole,Unused,Unclassified,Targówek,ul. Henryka Sternhela,40,,03-597,21.056046578236387,52.28559265,publiczna,231.0,,,
1570,SZKOŁA PODSTAWOWA NR 42 Z ODDZIAŁAMI INTEGRACYJNYMI IM. KONSTANTEGO ILDEFONSA GAŁCZYŃSKIEGO,Szkoła podstawowa,Ordinary,Elementary,Targówek,ul. Balkonowa,4,,03-329,21.038998583591187,52.28595870000001,publiczna,659.0,,,
1571,"PRZEDSZKOLE NR 119 ""W ZIELONYM OGRODZIE",Przedszkole,Unused,Unclassified,Targówek,ul. Turmoncka,18,,03-254,21.03958005,52.29824655,publiczna,147.0,,,
1572,SZKOŁA PODSTAWOWA SPECJALNA NR 99 IM MAŁEGO POWSTAŃCA,Szkoła podstawowa,Ordinary,Elementary,Targówek,ul. Bartnicza,2,,03-358,21.02386310226283,52.28621725,publiczna,96.0,,,
1573,PRZEDSZKOLE NR 95 Z ODDZIAŁAMI INTEGRACYJNYMI IM. KRÓLA MACIUSIA I,Przedszkole,Unused,Unclassified,Targówek,ul. Tadeusza Korzona,2,,03-571,21.05206200652789,52.2755345,publiczna,149.0,,,
1574,NIEPUBLICZNA INTEGRACYJNA SZKOŁA PODSTAWOWA IM. ACHILLESA RATTI,Szkoła podstawowa,Ordinary,Elementary,Targówek,ul. Księcia Ziemowita,39,,03-788,21.06900204751296,52.2664355,niepubliczna,33.0,,,
1575,CLXII LICEUM OGÓLNOKSZTAŁCĄCE IM. SZARYCH SZEREGÓW,Liceum ogólnokształcące,Ordinary,Middle,Targówek,ul. Turmoncka,2,,03-254,21.030333817527747,52.29658515,publiczna,401.0,53.44375,105.9125,71.90375
1576,SPOŁECZNA SZKOŁA PODSTAWOWA NR 11 SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO,Szkoła podstawowa,Ordinary,Elementary,Targówek,ul. Toruńska,23,,03-226,21.016612912946908,52.2956037,niepubliczna,288.0,,,
1577,TECHNIKUM NR 30,Technikum,Ordinary,Middle,Targówek,ul. Piotra Wysockiego,51,,03-202,21.014990222862547,52.2922231,publiczna,198.0,45.45,127.175,78.99
1578,"TERAPEUTYCZNY PUNKT PRZEDSZKOLNY ""MAŁY CZŁOWIEK",Punkt przedszkolny,Unused,Unclassified,Targówek,ul. Łasińska,7,,03-646,21.0752426,52.2883175,niepubliczna,11.0,,,
1579,PRZEDSZKOLE NR 18,Przedszkole,Unused,Unclassified,Targówek,ul. Simóna Bolívara,6,,03-340,21.04448769731682,52.2894603,publiczna,150.0,,,
1580,SZKOŁA PODSTAWOWA NR 277 IM. ELIZY ORZESZKOWEJ,Szkoła podstawowa,Ordinary,Elementary,Targówek,ul. Suwalska,29,,03-252,21.03802274297761,52.29538335,publiczna,713.0,,,
1581,"PRZEDSZKOLE NIEPUBLICZNE ""BAJKA",Przedszkole,Unused,Unclassified,Targówek,ul. Ludwika Kondratowicza,18,417,03-285,21.0481465,52.2906391,niepubliczna,111.0,,,
1582,POLONIJNE LICEUM OGÓLNOKSZTAŁCĄCE NIEPUBLICZNE „KLASYK”,Liceum ogólnokształcące,Ordinary,Middle,Targówek,ul. Matuszewska,20,,03-876,21.0850452,52.2614271,niepubliczna,149.0,,,
1583,TECHNIKUM NR 11 IM. PIOTRA WYSOCKIEGO,Technikum,Ordinary,Middle,Targówek,ul. św. Jacka Odrowąża,19,,03-310,21.0294564,52.27632670000001,publiczna,807.0,53.25000000000001,138.20714285714286,88.09000000000002
1584,"INTEGRACYJNE PRZEDSZKOLE NIEPUBLICZNE ""TĘCZOWY KĄCIK",Przedszkole,Unused,Unclassified,Targówek,ul. Lewinowska,30,,03-684,21.07801373835125,52.2841581,niepubliczna,66.0,,,
1585,"SZKOŁA PODSTAWOWA NR 84 IM. WALERIANA ŁUKASIŃSKIEGO , FILIA ROZWADOWSKA",Szkoła podstawowa,Ordinary,Elementary,Targówek,ul. Rozwadowska,9/11,,03-628,21.06808748242821,52.28783985,publiczna,39.0,,,
1586,SZKOŁA PODSTAWOWA WSPIERANIA ROZWOJU,Szkoła podstawowa,Ordinary,Elementary,Targówek,ul. Toruńska,23,,03-226,21.016612912946908,52.2956037,niepubliczna,79.0,,,
1588,SZKOŁA PODSTAWOWA NR 379 IM. SZARYCH SZEREGÓW W WARSZAWIE,Szkoła podstawowa,Ordinary,Elementary,Targówek,ul. Turmoncka,2,,03-254,21.030333817527747,52.29658515,publiczna,167.0,,,
1589,DELPHI OŚRODEK SZKOLENIOWY,Placówka Kształcenia Ustawicznego - bez szkół,Unused,Unclassified,Targówek,ul. Staniewicka,14,,03-310,21.0281029,52.2749641,niepubliczna,,,,
1590,PRYWATNA SZKOŁA PODSTAWOWA NR 108 IM. MATKI BOSKIEJ NIEUSTAJĄCEJ POMOCY,Szkoła podstawowa,Ordinary,Elementary,Targówek,ul. Krynoliny,9/11,,03-699,21.0811799,52.290118,niepubliczna,83.0,,,
1591,PRZEDSZKOLE NIEPUBLICZNE BAŚNIOWY OGRÓD,Przedszkole,Unused,Unclassified,Targówek,ul. Ostródzka,10,,03-289,21.05146345,52.29732845,niepubliczna,39.0,,,
1592,NIEPUBLICZNE PRZEDSZKOLE ZGROMADZENIA SIÓSTR LORETANEK,Przedszkole,Unused,Unclassified,Targówek,ul. Michała Kleofasa Ogińskiego,7A,,03-318,21.024507079712453,52.28720725,niepubliczna,55.0,,,
1593,SZKOŁA PODSTAWOWA NR 28 IM. STEFANA ŻEROMSKIEGO,Szkoła podstawowa,Ordinary,Elementary,Targówek,ul. Gościeradowska,18/20,,03-535,21.045125111860518,52.27441555,publiczna,707.0,,,
1594,"NIEPUBLICZNE PRZEDSZKOLE INTEGRACYJNE ""ISKIERKA",Przedszkole,Unused,Unclassified,Targówek,ul. Księcia Ziemowita,39,,03-788,21.06900204751296,52.2664355,niepubliczna,56.0,,,
1595,NIEPUBLICZNY PUNKT PRZEDSZKOLNY AKADEMIA HARMONIKA,Punkt przedszkolny,Unused,Unclassified,Targówek,ul. Malborska,41,,03-286,21.0792928,52.3054349,niepubliczna,32.0,,,
1596,AKADEMIA MALUCHÓW-ZACISZE NIEPUBLICZNE ANGLOJĘZYCZNE PRZEDSZKOLE INTEGRACYJNE,Przedszkole,Unused,Unclassified,Targówek,ul. Wiewiórki,1,,03-645,21.0764947,52.29010820000001,niepubliczna,69.0,,,
1597,BRANŻOWA SZKOŁA II STOPNIA NR 1,Branżowa szkoła II stopnia,Unused,Unclassified,Targówek,ul. Piotra Wysockiego,51,,03-202,21.014990222862547,52.2922231,publiczna,39.0,23.116666666666664,89.38333333333333,50.53333333333333
1598,SZKOŁA PODSTAWOWA NR 84 IM. WALERIANA ŁUKASIŃSKIEGO SZKOŁA FILIALNA - TOPAZOWA,Szkoła podstawowa,Ordinary,Elementary,Targówek,ul. Topazowa,26,,03-686,21.08080752472952,52.28447135,publiczna,112.0,,,
1600,SZKOŁA PODSTAWOWA NR 52 IM. MACIEJA ALEKSEGO DAWIDOWSKIEGO “ALKA”,Szkoła podstawowa,Ordinary,Elementary,Targówek,ul. Samarytanka,11a,,03-592,21.05769892745837,52.2804873,publiczna,640.0,,,
1601,PRZEDSZKOLE INTEGRACYJNE NR 120,Przedszkole,Unused,Unclassified,Targówek,ul. Wacława Tokarza,2,,03-379,21.0472653465222,52.2961491,publiczna,131.0,,,
1602,CII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. KSIĘDZA JÓZEFA WOŹNIAKA,Liceum ogólnokształcące,Ordinary,Middle,Targówek,ul. Bartnicza,2,,03-358,21.02386310226283,52.28621725,publiczna,212.0,27.191666666666666,62.13333333333335,40.71333333333333
1603,PRZEDSZKOLE NR 154 „POD WESOŁĄ TRUSKAWECZKĄ”,Przedszkole,Unused,Unclassified,Targówek,ul. św. Hieronima,5,,03-243,21.02244148881685,52.29386465,publiczna,126.0,,,
1604,"INTEGRACYJNE PRZEDSZKOLE NIEPUBLICZNE ""KIDS WORLD",Przedszkole,Unused,Unclassified,Targówek,ul. Wyborna,4,,03-681,21.07332744400713,52.28037935,niepubliczna,71.0,,,
1605,"PRZEDSZKOLE NR 123 ""OCEAN MARZEŃ",Przedszkole,Unused,Unclassified,Targówek,ul. Władysława Syrokomli,26,,03-335,21.0225688,52.2837523,publiczna,220.0,,,
1606,SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 275 IM. ARTURA OPPMANA,Szkoła podstawowa,Ordinary,Elementary,Targówek,ul. św. Hieronima,2,,03-243,21.023450336541604,52.2935894,publiczna,593.0,,,
1607,"PRZEDSZKOLE NR 115 ""PRZEDSZKOLE POD KLONEM",Przedszkole,Unused,Unclassified,Targówek,ul. Suwalska,26,,03-252,21.03495619484948,52.29474765,publiczna,145.0,,,
1608,PUNKT PRZEDSZKOLNY PROMITIS,Punkt przedszkolny,Unused,Unclassified,Targówek,ul. Cmentarna,17,,03-524,21.03965684145463,52.2735498,niepubliczna,40.0,,,
1610,NIEPUBLICZNY PUNKT PRZEDSZKOLNY PROMITIS,Punkt przedszkolny,Unused,Unclassified,Targówek,ul. Poborzańska,8,U1,03-368,21.0312384,52.2904507,niepubliczna,31.0,,,
1611,SZKOŁA PODSTAWOWA NR 58 IM. TADEUSZA GAJCEGO W WARSZAWIE,Szkoła podstawowa,Ordinary,Elementary,Targówek,ul. Mieszka I,7,,03-886,21.0691115,52.26765220000001,publiczna,316.0,,,
1612,SZKOŁA PODSTAWOWA NR 114 Z ODDZIAŁAMI INTEGRACYJNYMI IM. JĘDRZEJA CIERNIAKA,Szkoła podstawowa,Ordinary,Elementary,Targówek,ul. Remiszewska,40,,03-550,21.053832361969487,52.2721427,publiczna,572.0,,,
1614,BRANŻOWA SZKOŁA I STOPNIA NR 41,Branżowa szkoła I stopnia,Ordinary,Middle,Targówek,ul. Piotra Wysockiego,51,,03-202,21.014990222862547,52.2922231,publiczna,316.0,23.116666666666664,89.38333333333333,50.53333333333333
1615,"SZKOŁA PODSTAWOWA NR 52 IM. MACIEJA ALEKSEGO DAWIDOWSKIEGO ""ALKA"", SZKOŁA FILIALNA GILARSKA",Szkoła podstawowa,Ordinary,Elementary,Targówek,ul. Samarytanka,11A,,03-592,21.05769892745837,52.2804873,publiczna,93.0,,,
1617,"TERAPEUTYCZNY PUNKT PRZEDSZKOLNY ""MÓWI SIĘ",Punkt przedszkolny,Unused,Unclassified,Targówek,ul. Władysława Syrokomli,6,,03-335,21.23754195272189,52.250308200000006,niepubliczna,19.0,,,
1618,PUBLICZNE PRZEDSZKOLE MARZENIA DO SPEŁNIENIA,Przedszkole,Unused,Unclassified,Targówek,ul. Wierna,24,U8,05-091,21.08281973776512,52.2760095,publiczna,29.0,,,
1619,CENTRUM KSZTAŁCENIA ZAWODOWEGO NR 3,Centrum Kształcenia Zawodowego,Unused,Unclassified,Targówek,ul. Piotra Wysockiego,51,,03-202,21.014990222862547,52.2922231,publiczna,,,,
1620,PRZEDSZKOLE Z ODDZIAŁAMI INTEGRACYJNYMI NR 442,Przedszkole,Unused,Unclassified,Targówek,ul. św. Jacka Odrowąża,23,,03-310,21.0294564,52.27632670000001,publiczna,0.0,,,
1621,OŚRODEK DOSKONALENIA KADR ERGON,Placówka Kształcenia Ustawicznego - bez szkół,Unused,Unclassified,Ursus,ul. Warszawska,58C,47,02-496,20.862994600000004,52.1955291,niepubliczna,,,,
1622,"PRZEDSZKOLE NIEPUBLICZNE ""TRALALA"" - WYCHOWANIE PRZEZ SZTUKĘ",Przedszkole,Unused,Unclassified,Ursus,ul. Przemysława II,12,,02-496,20.86470910979532,52.20190115,niepubliczna,47.0,,,
1623,"NIEPUBLICZNE PRZEDSZKOLE ""DELFINKI",Przedszkole,Unused,Unclassified,Ursus,ul. Orląt Lwowskich,1,,02-495,20.874415913592237,52.1941763,niepubliczna,24.0,,,
1624,"NIEPUBLICZNE PRZEDSZKOLE ""BAJECZKA",Przedszkole,Unused,Unclassified,Ursus,ul. Prawnicza,29,,02-495,20.882149579733426,52.18663925,niepubliczna,95.0,,,
1625,"PRZEDSZKOLE NIEPUBLICZNE ""BIEDRONECZKA",Przedszkole,Unused,Unclassified,Ursus,"ul. Plutonu AK ""Torpedy""",14,,02-495,20.889899993374748,52.19618800000001,niepubliczna,32.0,,,
1626,"PRZEDSZKOLE NR 112 ""LEŚNE SKRZATY"" W WARSZAWIE",Przedszkole,Unused,Unclassified,Ursus,ul. Bernarda Wapowskiego,3,,02-495,20.890740994792075,52.19155645,publiczna,143.0,,,
1627,"PRZEDSZKOLE NR 168 ""MISIOWA GROMADKA"" W WARSZAWIE",Przedszkole,Unused,Unclassified,Ursus,ul. Zagłoby,27,,02-495,20.864645828451387,52.1930606,publiczna,125.0,,,
1628,PRZEDSZKOLE NIEPUBLICZNE IM. KSIĘDZA BRONISŁAWA MARKIEWICZA,Przedszkole,Unused,Unclassified,Ursus,ul. Bolesława Śmiałego,37,,02-496,20.862671290169267,52.1996982,niepubliczna,70.0,,,
1629,CENTRUM SZKOLENIA ZAWODOWEGO,Placówka Kształcenia Ustawicznego - bez szkół,Unused,Unclassified,Ursus,pl. Plac Czerwca 1976 Roku,7,51,02-495,20.89218828339564,52.20151925,niepubliczna,,,,
1630,PRZEDSZKOLE NIEPUBLICZNE AKADEMIA MAŁYCH SMOKÓW,Przedszkole,Unused,Unclassified,Ursus,ul. Władysława Bełzy,15,,02-495,20.8751499,52.1962842,niepubliczna,33.0,,,
1631,"NIEPUBLICZNE DWUJĘZYCZNE PRZEDSZKOLE ""AKWARELKI",Przedszkole,Unused,Unclassified,Ursus,ul. Quo Vadis,1A,U123,02-495,20.889599111288746,52.19924570000001,niepubliczna,9.0,,,
1632,NIEPUBLICZNE PRZEDSZKOLE JĘZYKOWE SMART PLANET,Przedszkole,Unused,Unclassified,Ursus,ul. Posag 7 Panien,14,u1,02-495,20.8807239,52.2049503,niepubliczna,16.0,,,
1633,"PRZEDSZKOLE NR 200 ""GĄSKI BALBINKI",Przedszkole,Unused,Unclassified,Ursus,ul. Balbinki,1,,02-495,20.89644015840674,52.19195600000001,publiczna,276.0,,,
1635,PRZEDSZKOLE MONTESSORI,Przedszkole,Unused,Unclassified,Ursus,ul. Henryka II Pobożnego,1,,02-496,20.8664197290862,52.19930215,niepubliczna,69.0,,,
1636,PUBLICZNE PRZEDSZKOLE BIEDRONECZKA,Przedszkole,Unused,Unclassified,Ursus,ul. Rynkowa,6,,02-495,20.88643639890925,52.19469779999999,publiczna,39.0,,,
1637,"NIEPUBLICZNE PRZEDSZKOLE EDUKACYJNO-SPORTOWE ""BAMBINO",Przedszkole,Unused,Unclassified,Ursus,ul. Rakietników,15,,02-495,20.891767674327163,52.19600105,niepubliczna,52.0,,,
1638,HIPOPO NIEPUBLICZNE PRZEDSZKOLE XXI WIEKU CENTRUM EDUKACJI LOKALNEJ,Przedszkole,Unused,Unclassified,Ursus,ul. Dzieci Warszawy,27a,,02-495,20.9043962,52.1929623,niepubliczna,50.0,,,
1639,PRZEDSZKOLE NIEPUBLICZNE ZGROMADZENIA SIÓSTR IMIENIA JEZUS,Przedszkole,Unused,Unclassified,Ursus,ul. Kaczorowska,3,,02-495,20.87967211608265,52.19059650000001,niepubliczna,37.0,,,
1640,NIEPUBLICZNE PRZEDSZKOLE INTEGRACYJNE BABY ACADEMY WARSZAWA - URSUS,Przedszkole,Unused,Unclassified,Ursus,ul. Traktorzystów,20,,02-495,20.8876965,52.1978743,niepubliczna,34.0,,,
1642,NIEPUBLICZNE PRZEDSZKOLE QBUŚ,Przedszkole,Unused,Unclassified,Ursus,ul. gen. Kazimierza Sosnkowskiego,32,,02-495,20.886023928398345,52.1933085,niepubliczna,27.0,,,
1643,PRZEDSZKOLE NR 439,Przedszkole,Unused,Unclassified,Ursus,ul. Walerego Sławka,2a,,02-495,20.8944893802548,52.19564545,publiczna,214.0,,,
1644,SZKOŁA PODSTAWOWA NR 382 IM. WARSZAWSKICH DZIECI,Szkoła podstawowa,Ordinary,Elementary,Ursus,ul. Konińska,2,,02-495,20.895057790530245,52.1947661,publiczna,1234.0,,,
1645,POLSKO-ANGIELSKIE PRZEDSZKOLE NIEPUBLICZNE UŚMIECH,Przedszkole,Unused,Unclassified,Ursus,ul. Zygmunta Augusta,6,,02-496,20.86391966414112,52.20459195,niepubliczna,40.0,,,
1646,PRZEDSZKOLE INTEGRACYJNE DOMEK PRZEDSZKOLAKA,Przedszkole,Unused,Unclassified,Ursus,ul. Nowotyska,11,,02-495,20.895066350464393,52.197774300000006,niepubliczna,73.0,,,
1647,NIEPUBLICZNA PODSTAWOWA SZKOŁA MONTESSORI W WARSZAWIE,Szkoła podstawowa,Ordinary,Elementary,Ursus,ul. Henryka II Pobożnego,1,,02-496,20.8664197290862,52.19930215,niepubliczna,217.0,,,
1649,LVI LICEUM OGÓLNOKSZTAŁCĄCE IM. ROTMISTRZA WITOLDA PILECKIEGO,Liceum ogólnokształcące,Ordinary,Middle,Ursus,ul. Dzieci Warszawy,42,,02-495,20.89882710339588,52.19621405,publiczna,390.0,85.525,138.3625,108.91
1650,SZKOŁA PODSTAWOWA NR 11 IM. ŻOŁNIERZY I DYWIZJI KOŚCIUSZKOWSKIEJ W WARSZAWIE,Szkoła podstawowa,Ordinary,Elementary,Ursus,ul. Mariana Keniga,20,,02-495,20.86806970510932,52.1964658,publiczna,1052.0,,,
1651,"PRZEDSZKOLE NR 219 ""NIEZAPOMINAJKA"" W WARSZAWIE",Przedszkole,Unused,Unclassified,Ursus,ul. Mariana Keniga,16,,02-495,20.87004195,52.19645625,publiczna,274.0,,,
1653,PRZEDSZKOLE NR 413 W WARSZAWIE,Przedszkole,Unused,Unclassified,Ursus,ul. Górna Droga,10,,02-495,20.868411903561988,52.18452785,publiczna,107.0,,,
1654,BRANŻOWA SZKOŁA I STOPNIA NR 37 IM. JANA KARSKIEGO,Branżowa szkoła I stopnia,Ordinary,Middle,Ursus,ul. Dzieci Warszawy,42,,02-495,20.89882710339588,52.19621405,publiczna,83.0,24.75,93.15,60.26
1655,SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 14 IM. BOHATERÓW WARSZAWY W WARSZAWIE,Szkoła podstawowa,Ordinary,Elementary,Ursus,ul. gen. Kazimierza Sosnkowskiego,10,,02-495,20.8903442869088,52.18944860000001,publiczna,868.0,,,
1657,SZKOŁA PODSTAWOWA NR 4 IM. WŁADYSŁAWA BRONIEWSKIEGO W WARSZAWIE,Szkoła podstawowa,Ordinary,Elementary,Ursus,ul. Walerego Sławka,9,,02-495,20.895869325268702,52.19266325,publiczna,859.0,,,
1658,PRZEDSZKOLE NR 194 W WARSZAWIE,Przedszkole,Unused,Unclassified,Ursus,ul. Walerego Sławka,7,,02-495,20.896473019294408,52.1936379,publiczna,281.0,,,
1659,MONTESSORI DLA PRZEDSZKOLAKÓW PUNKT PRZEDSZKOLNY,Punkt przedszkolny,Unused,Unclassified,Ursus,ul. Prawnicza,58,,02-495,20.88215545639141,52.19020585,niepubliczna,0.0,,,
1660,SZKOŁA PODSTAWOWA NR 381 IM. KRZYSZTOFA KAMILA BACZYŃSKIEGO,Szkoła podstawowa,Ordinary,Elementary,Ursus,ul. Michała Drzymały,1,,02-495,20.88802888087946,52.1873216,publiczna,431.0,,,
1661,PRZEDSZKOLE NR 441,Przedszkole,Unused,Unclassified,Ursus,ul. Stanisława Wojciechowskiego,13,,02-495,20.879544230626152,52.1957279,publiczna,94.0,,,
1662,"PRZEDSZKOLE NR 343 ""NA MIODOWEJ GÓRCE",Przedszkole,Unused,Unclassified,Ursus,ul. Warszawska,53,,02-495,20.8643559,52.19410165,publiczna,135.0,,,
1663,"NIEPUBLICZNE PRZEDSZKOLE INTEGRACYJNE ""MIKOŁAJEK",Przedszkole,Unused,Unclassified,Ursus,ul. Dzieci Warszawy,42,,02-495,20.89882710339588,52.19621405,niepubliczna,51.0,,,
1664,TECHNIKUM NR 8 IM. JANA KARSKIEGO,Technikum,Ordinary,Middle,Ursus,ul. Dzieci Warszawy,42,,02-495,20.89882710339588,52.19621405,publiczna,584.0,59.75,118.8,82.58500000000002
1665,"MAŁE PRZEDSZKOLE"" NIEPUBLICZNE PRZEDSZKOLE INTEGRACYJNE",Przedszkole,Unused,Unclassified,Ursus,ul. Apartamentowa,12,A,02-495,20.90598155758698,52.19481715,niepubliczna,51.0,,,
1666,PRZEDSZKOLE INTEGRACYJNE NR 137 IM. JANUSZA KORCZAKA W WARSZAWIE,Przedszkole,Unused,Unclassified,Ursus,ul. Zagłoby,11,,02-495,20.869542507110342,52.19365305,publiczna,95.0,,,
1667,SZKOŁA PODSTAWOWA NR 360,Szkoła podstawowa,Ordinary,Elementary,Ursus,ul. Dzieci Warszawy,42A,,02-495,20.9000665,52.194799,publiczna,856.0,,,
1668,SZKOŁA PODSTAWOWA NR 383 IM. KS. STEFANA KARDYNAŁA WYSZYŃSKIEGO,Szkoła podstawowa,Ordinary,Elementary,Ursus,ul. Warszawska,63,,02-495,20.861560857931167,52.19375515,publiczna,509.0,,,
1669,SPOŁECZNA SZKOŁA PODSTAWOWA NR 4 IM. WŁADYSŁAWA GRABSKIEGO SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO,Szkoła podstawowa,Ordinary,Elementary,Ursus,ul. Traktorzystów,16,,02-495,20.88917495633686,52.198375,niepubliczna,347.0,,,
1670,PUBLICZNE PRZEDSZKOLE KLUB MALUCHA SIÓDME NIEBO,Przedszkole,Unused,Unclassified,Ursus,ul. Orłów Piastowskich,56,,02-496,20.867296413363327,52.20050735,publiczna,48.0,,,
1671,"NIEPUBLICZNE PRZEDSZKOLE ""POMARAŃCZOWA CIUCHCIA",Przedszkole,Unused,Unclassified,Ursus,ul. Rakietników,6/8,,02-495,20.8917875,52.1963144,niepubliczna,68.0,,,
1672,"NIEPUBLICZNE PRZEDSZKOLE ""LEŚNA KRAINA",Przedszkole,Unused,Unclassified,Ursus,ul. Baranowska,14,,02-495,20.89690618571753,52.19913305,niepubliczna,37.0,,,
1673,"INTEGRACYJNE NIEPUBLICZNE PRZEDSZKOLE MONTESSORI ""ELIPSOIDA",Przedszkole,Unused,Unclassified,Ursus,ul. Cierlicka,19,,02-495,20.883922181984943,52.1951827,niepubliczna,20.0,,,
1674,"PUNKT PRZEDSZKOLNY IWE ""TUMIRAJ",Punkt przedszkolny,Unused,Unclassified,Ursus,ul. Regulska,86,,02-495,20.87005185243718,52.1841323,niepubliczna,4.0,,,
1675,PRZEDSZKOLE NIEPUBLICZNE ARTYSTYCZNO-JĘZYKOWE ENTLICZEK PENTLICZEK,Przedszkole,Unused,Unclassified,Ursus,ul. Skoroszewska,5,7,02-495,20.9000936,52.1901281,niepubliczna,47.0,,,
1676,PRZEDSZKOLE Z ODDZIAŁAMI INTEGRACYJNYMI NR 418,Przedszkole,Unused,Unclassified,Ursus,ul. Jana Marcina Szancera,7,,02-495,20.89803159548769,52.1937881,publiczna,304.0,,,
1678,"PRZEDSZKOLE NIEPUBLICZNE ""EDU SZKRABY",Przedszkole,Unused,Unclassified,Ursus,ul. Henryka Opieńskiego,1,,02-495,20.8899053,52.1953674,niepubliczna,11.0,,,
1680,"NIEPUBLICZNE PRZEDSZKOLE ANGIELSKO-POLSKIE ""MAJA",Przedszkole,Unused,Unclassified,Ursus,ul. Jerzego Michałowicza,78,,02-495,20.8805290056248,52.190534,niepubliczna,34.0,,,
1681,SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 2 IM. JANA PAWŁA II,Szkoła podstawowa,Ordinary,Elementary,Ursus,ul. Orłów Piastowskich,47,,02-496,20.868746197346088,52.2008583,publiczna,764.0,,,
1682,NIEPUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE MONTESSORI W WARSZAWIE,Liceum ogólnokształcące,Ordinary,Middle,Ursus,ul. Tomcia Palucha,25,,02-495,20.89660259238544,52.190605100000006,niepubliczna,69.0,,,
1683,NIEPUBLICZNA SZKOŁA PODSTAWOWA Z ODDZIAŁAMI DWUJĘZYCZNYMI H2H,Szkoła podstawowa,Ordinary,Elementary,Ursus,ul. Ryżowa,33b,,02-495,20.90949523342186,52.19321650000001,niepubliczna,69.0,,,
1684,"PUBLICZNE PRZEDSZKOLE ""MAŁE PRZEDSZKOLE",Przedszkole,Unused,Unclassified,Ursus,ul. Apartamentowa,12a,,02-495,20.90575675873329,52.19505270000001,publiczna,46.0,,,
